track_index,cluster_memval
9,7:0.16756883263587952 4:0.16561280190944672 0:0.11933216452598572 9:0.11199425160884857 5:0.08612252026796341 3:0.08227622509002686 8:0.08129338175058365 1:0.08075081557035446 6:0.07904502749443054 2:0.026003988459706306
9,9:0.16976310312747955 0:0.16588281095027924 2:0.14205040037631989 4:0.13435210287570953 7:0.09854409843683243 5:0.05959831550717354 3:0.05803459510207176 8:0.05763498321175575 1:0.05741460993885994 6:0.05672498047351837
9,9:0.39141154289245605 0:0.3685636818408966 4:0.12798433005809784 7:0.03827770799398422 2:0.021791905164718628 5:0.01101397443562746 3:0.01044329535216093 8:0.010301785543560982 1:0.010224547237157822 6:0.00998723041266203
9,6:0.116411954164505 1:0.1163933053612709 8:0.11637844890356064 3:0.11634454876184464 5:0.11615195870399475 7:0.10526952892541885 4:0.09414775669574738 0:0.08383894711732864 9:0.08232689648866653 2:0.05273665487766266
9,2:0.22952905297279358 9:0.1819557249546051 0:0.17329291999340057 4:0.12136058509349823 7:0.07960446178913116 5:0.04424230754375458 3:0.04297316074371338 8:0.042650483548641205 1:0.042472828179597855 6:0.041918475180864334
9,4:0.5850672721862793 0:0.13543598353862762 9:0.10559605062007904 7:0.10509759932756424 5:0.013818631879985332 3:0.012809490785002708 8:0.012564600445330143 1:0.01243187952786684 6:0.012028787285089493 2:0.0051496922969818115
9,6:0.11359851807355881 1:0.11350663751363754 8:0.113466277718544 3:0.11338584870100021 5:0.11301935464143753 7:0.10248967260122299 4:0.09405337274074554 0:0.08675162494182587 9:0.08572350442409515 2:0.06400518864393234
9,6:0.15794576704502106 1:0.15571846067905426 8:0.15499812364578247 3:0.153694286942482 5:0.14868851006031036 7:0.07906154543161392 4:0.05404374375939369 0:0.04021430015563965 9:0.03856208920478821 2:0.01707317680120468
9,6:0.11076611280441284 1:0.11074308305978775 8:0.11072970181703568 3:0.1107012927532196 5:0.11055783182382584 7:0.10423927754163742 4:0.09753365814685822 0:0.0907643586397171 9:0.08967500925064087 2:0.06428967416286469
9,7:0.15614579617977142 4:0.15140199661254883 0:0.11507929116487503 9:0.10910365730524063 5:0.0916893407702446 3:0.0881885215640068 8:0.08728466928005219 1:0.0867835283279419 6:0.08519186824560165 2:0.029131324961781502
9,6:0.13812018930912018 1:0.13716822862625122 8:0.13686513900756836 3:0.136317640542984 5:0.1342020332813263 7:0.09507372975349426 4:0.07408164441585541 0:0.05991252139210701 9:0.05806382745504379 2:0.030195048078894615
9,4:0.10889720916748047 7:0.10889410227537155 0:0.10514450818300247 9:0.10428855568170547 5:0.10002981871366501 3:0.09929221123456955 8:0.09909948706626892 1:0.09899295121431351 6:0.09866330772638321 2:0.07669785618782043
9,6:0.1117371991276741 1:0.11154504865407944 8:0.11147938668727875 3:0.11135780066251755 5:0.11086724698543549 7:0.10069449990987778 4:0.09397003799676895 0:0.08847908675670624 9:0.087713822722435 2:0.07215587794780731
9,6:0.1379121094942093 1:0.13687114417552948 8:0.13652987778186798 3:0.13590818643569946 5:0.13348165154457092 7:0.09307905286550522 4:0.0736265778541565 0:0.0607149563729763 9:0.059028204530477524 2:0.03284824267029762
9,7:0.28612157702445984 4:0.14357246458530426 5:0.09700346738100052 3:0.08947281539440155 8:0.08763571083545685 1:0.08663967996835709 6:0.08362268656492233 0:0.06204169988632202 9:0.055226437747478485 2:0.008663466200232506
9,7:0.10476949065923691 5:0.10461161285638809 3:0.10443009436130524 8:0.10437551885843277 1:0.10434325784444809 6:0.10422500222921371 4:0.10196767747402191 0:0.09800782799720764 9:0.09729216992855072 2:0.07597735524177551
9,6:0.11039642244577408 1:0.11018510907888412 8:0.11012031883001328 3:0.11000486463308334 5:0.10957039892673492 7:0.10119903087615967 4:0.0952252745628357 0:0.09007984399795532 9:0.08933986723423004 2:0.07387885451316833
9,6:0.11201424896717072 1:0.11171472072601318 8:0.11162272095680237 3:0.11145880818367004 5:0.11084283143281937 7:0.10019086301326752 4:0.0937897115945816 0:0.0885598286986351 9:0.08777845650911331 2:0.07202782481908798
9,6:0.1657259315252304 1:0.1639758199453354 8:0.16337527334690094 3:0.1622578501701355 5:0.15768647193908691 7:0.07443322241306305 4:0.044387731701135635 0:0.029808267951011658 9:0.02821444533765316 2:0.010134975425899029
9,7:0.16574902832508087 5:0.1416182965040207 3:0.13414686918258667 8:0.13227693736553192 1:0.13126026093959808 6:0.12821798026561737 4:0.07940719276666641 0:0.041361816227436066 9:0.03780420124530792 2:0.008157424628734589
9,5:0.11876706033945084 3:0.11862076073884964 8:0.11855056881904602 1:0.11850341409444809 6:0.11829198151826859 7:0.10819946974515915 4:0.09412673860788345 0:0.0810699462890625 9:0.07919416576623917 2:0.04467589408159256
9,6:0.1767425686120987 1:0.17243272066116333 8:0.17107072472572327 3:0.16863106191158295 5:0.15949931740760803 7:0.060033224523067474 4:0.03558686375617981 0:0.02427106536924839 9:0.02301846258342266 2:0.008713975548744202
9,6:0.1781521886587143 1:0.17674246430397034 8:0.17627021670341492 3:0.17537353932857513 5:0.1713237464427948 7:0.05840446054935455 4:0.027827320620417595 0:0.016352208331227303 9:0.015211482532322407 2:0.004342378117144108
9,7:0.11840196698904037 5:0.11637017130851746 3:0.11532095074653625 8:0.11503606289625168 1:0.11487571150064468 6:0.1143566444516182 4:0.10195408761501312 0:0.08414256572723389 9:0.08159605413675308 2:0.03794579580426216
9,8:0.11506921052932739 1:0.11506716161966324 3:0.11506475508213043 6:0.11502593755722046 5:0.11497849225997925 7:0.10583823919296265 4:0.0956663116812706 0:0.08582409471273422 9:0.0842977985739708 2:0.053168006241321564
9,0:0.4144315719604492 9:0.2967013418674469 4:0.22835378348827362 7:0.02927827648818493 5:0.005623717326670885 3:0.005272938869893551 8:0.0051869419403374195 1:0.005140176974236965 2:0.005013906862586737 6:0.0049973465502262115
9,2:0.7088589668273926 9:0.10656636953353882 0:0.09085988998413086 4:0.038019586354494095 7:0.018044834956526756 5:0.007846253924071789 3:0.007556470111012459 8:0.007483653724193573 1:0.007443735376000404 6:0.007320226635783911
9,9:0.3207181990146637 0:0.2611719071865082 2:0.22643724083900452 4:0.08826148509979248 7:0.03636728599667549 5:0.014040518552064896 3:0.013460907153785229 8:0.013315748423337936 1:0.013236241415143013 6:0.012990456074476242
9,5:0.11360616236925125 3:0.11331886053085327 8:0.11322572827339172 1:0.11316972970962524 6:0.11296194791793823 7:0.10901479423046112 4:0.09907375276088715 0:0.08817672729492188 9:0.0864330306649208 2:0.051019277423620224
9,7:0.10706151276826859 4:0.10423585027456284 5:0.10394959151744843 3:0.10356990993022919 8:0.10346636921167374 1:0.10340770334005356 6:0.10321293771266937 0:0.09934510290622711 9:0.09850140661001205 2:0.07324963063001633
9,6:0.11131338030099869 1:0.11116200685501099 8:0.1111135184764862 3:0.11102577298879623 5:0.11068601906299591 7:0.10284997522830963 4:0.0960623174905777 0:0.08976273238658905 9:0.08881046622991562 2:0.06721381098031998
9,4:0.12254416197538376 0:0.12026874721050262 9:0.11939811706542969 7:0.11554218083620071 5:0.09082328528165817 3:0.08920968323945999 8:0.08877599239349365 1:0.08853144198656082 6:0.08772590756416321 2:0.07718048989772797
9,2:0.4474143385887146 9:0.19972603023052216 0:0.1720237135887146 4:0.07393579930067062 7:0.0350082628428936 5:0.014999925158917904 3:0.01443095225840807 8:0.014287620782852173 1:0.014208930544555187 6:0.013964426703751087
9,2:0.5029276609420776 9:0.1874912530183792 0:0.15853895246982574 4:0.06321825087070465 7:0.029019029811024666 5:0.01226872019469738 3:0.011803088709712029 8:0.011686267331242561 1:0.011622265912592411 6:0.011424523778259754
9,5:0.1251709759235382 3:0.1247088685631752 8:0.12455983459949493 1:0.12447056919336319 6:0.12414173036813736 7:0.11266954988241196 4:0.09124879539012909 0:0.07264554500579834 9:0.0700526311993599 2:0.030331509187817574
9,7:0.15624409914016724 4:0.1342630684375763 5:0.10415564477443695 3:0.10041751712560654 8:0.0994543805718422 1:0.09892240911722183 6:0.09725750237703323 0:0.09558580815792084 9:0.08992964029312134 2:0.023769941180944443
9,2:0.6377216577529907 9:0.13024887442588806 0:0.1119530126452446 4:0.0481802262365818 7:0.023164542391896248 5:0.010154400020837784 3:0.009780654683709145 8:0.009686596691608429 1:0.009634995833039284 6:0.0094750402495265
9,7:0.391188383102417 4:0.21043619513511658 0:0.06799005717039108 9:0.058667488396167755 5:0.058489840477705 3:0.053370922803878784 8:0.05213657394051552 1:0.05146857351064682 6:0.04944004490971565 2:0.006811926607042551
9,9:0.24566522240638733 0:0.2368108183145523 4:0.15769077837467194 2:0.09361668676137924 7:0.08669241517782211 5:0.037537556141614914 3:0.036043375730514526 8:0.03566659614443779 1:0.03545970842242241 6:0.03481684625148773
9,2:0.735134482383728 9:0.06660040467977524 0:0.06194346025586128 4:0.03977040573954582 7:0.025563260540366173 5:0.014619352295994759 3:0.01423389557749033 8:0.014136209152638912 1:0.01408252865076065 6:0.013916022144258022
9,7:0.1752385050058365 4:0.1728975623846054 0:0.11953463405370712 9:0.11143554002046585 5:0.08347650617361069 3:0.07965754717588425 8:0.07871241122484207 1:0.07819914072751999 6:0.07665588706731796 2:0.024192268028855324
9,7:0.26741528511047363 5:0.11834603548049927 3:0.10859224200248718 8:0.10622812807559967 1:0.10495012253522873 4:0.10253462195396423 6:0.10110656917095184 0:0.0443020798265934 9:0.03967912495136261 2:0.006845782045274973
9,6:0.11232095956802368 1:0.11211682111024857 8:0.11205250769853592 3:0.11193690448999405 5:0.11149513721466064 7:0.10229459404945374 4:0.09506795555353165 0:0.08861042559146881 9:0.08764618635177612 2:0.06645850837230682
9,5:0.21075093746185303 3:0.19943243265151978 8:0.19478046894073486 1:0.19195853173732758 6:0.18213945627212524 7:0.012919202446937561 4:0.0039187646470963955 0:0.0019278188701719046 9:0.0017616174882277846 2:0.00041075359331443906
9,5:0.11472904682159424 3:0.11466667056083679 8:0.11463457345962524 1:0.11461273580789566 6:0.11451204866170883 7:0.10760411620140076 4:0.09706911444664001 0:0.08644361048936844 9:0.08479463309049606 2:0.05093345791101456
9,2:0.528652012348175 9:0.17121797800064087 0:0.14702802896499634 4:0.062377747148275375 7:0.029534446075558662 5:0.012755325995385647 3:0.01228075660765171 8:0.01216172892600298 1:0.012096543796360493 6:0.011895445175468922
9,0:0.1485063135623932 9:0.14723820984363556 4:0.14468716084957123 7:0.11999733746051788 5:0.07523670047521591 2:0.0741044357419014 3:0.0732632726430893 8:0.07276994735002518 1:0.07250149548053741 6:0.07169511169195175
9,2:0.5806280970573425 9:0.11543463915586472 0:0.10624625533819199 4:0.06333202868700027 7:0.037852924317121506 5:0.019956832751631737 3:0.019357694312930107 8:0.019205918535590172 1:0.01912248507142067 6:0.01886311173439026
9,9:0.44777020812034607 0:0.36048176884651184 4:0.08924420922994614 2:0.03180399164557457 7:0.028337499126791954 5:0.0089403185993433 3:0.008509993553161621 8:0.008402987383306026 1:0.008344518952071667 6:0.00816449336707592
9,4:0.30358588695526123 0:0.22612562775611877 9:0.20076216757297516 7:0.12196218222379684 5:0.028149066492915154 3:0.026394721120595932 8:0.025959884747862816 1:0.025722136721014977 6:0.02498549409210682 2:0.016352834179997444
9,2:0.608321487903595 9:0.09237686544656754 0:0.08670167624950409 4:0.05861414596438408 7:0.039373189210891724 5:0.02355963923037052 3:0.02297886461019516 8:0.022830801084637642 1:0.022749200463294983 6:0.022494148463010788
9,7:0.16686320304870605 5:0.1433926224708557 3:0.13521020114421844 8:0.13314899802207947 1:0.1320241540670395 6:0.12861515581607819 4:0.0774603933095932 0:0.03964413329958916 9:0.036114081740379333 2:0.007527054287493229
9,6:0.12122952938079834 1:0.1208486258983612 8:0.12072811275720596 3:0.12051043659448624 5:0.1196662038564682 7:0.10144906491041183 4:0.08868163824081421 0:0.07844450324773788 9:0.07703594863414764 2:0.05140594020485878
9,5:0.14952901005744934 3:0.1493319422006607 8:0.14918792247772217 1:0.14908863604068756 6:0.14865323901176453 7:0.09927727282047272 4:0.06192854791879654 0:0.04128841310739517 9:0.038942087441682816 2:0.0127729382365942
9,6:0.12916289269924164 1:0.12827061116695404 8:0.12798795104026794 3:0.1274796575307846 5:0.12554724514484406 7:0.09553613513708115 4:0.08071256428956985 0:0.07039722800254822 9:0.0690269023180008 2:0.045878805220127106
9,5:0.11322721093893051 3:0.1132270023226738 8:0.11321699619293213 1:0.11320929229259491 6:0.11317065358161926 7:0.10618361085653305 4:0.09685158729553223 0:0.08762054890394211 9:0.08621872216463089 2:0.05707438290119171
9,2:0.42504823207855225 9:0.17156235873699188 0:0.156264528632164 4:0.08689223229885101 7:0.04818165674805641 5:0.023263856768608093 3:0.02248215489089489 8:0.02228516899049282 1:0.022177109494805336 6:0.02184269204735756
9,4:0.10979682207107544 7:0.10836812853813171 0:0.10733470320701599 9:0.10666119307279587 5:0.09814433753490448 3:0.09736529737710953 8:0.0971616581082344 1:0.09704895317554474 6:0.09669844061136246 2:0.08142047375440598
9,0:0.32545006275177 4:0.312286376953125 9:0.25442448258399963 7:0.052707791328430176 5:0.010208500549197197 3:0.00956700649112463 8:0.009409832768142223 1:0.009324388578534126 6:0.009063602425158024 2:0.007557960227131844
9,0:0.3351786136627197 9:0.28937676548957825 4:0.24567130208015442 7:0.05776189640164375 5:0.012928159907460213 3:0.012164297513663769 8:0.01197664812207222 1:0.011874561198055744 6:0.01156274601817131 2:0.011505001224577427
9,0:0.3376246988773346 4:0.3203630745410919 9:0.25223347544670105 7:0.044826939702034 5:0.008330912329256535 3:0.0078008160926401615 8:0.007670864928513765 1:0.007600179873406887 6:0.007384005934000015 2:0.00616502296179533
9,6:0.13539671897888184 1:0.13535214960575104 8:0.13531921803951263 3:0.13524384796619415 5:0.13480375707149506 7:0.10488780587911606 4:0.07848194986581802 0:0.05957375094294548 9:0.057156339287757874 2:0.0237844530493021
9,6:0.12640506029129028 1:0.12568005919456482 8:0.1254492849111557 3:0.12503330409526825 5:0.12344271689653397 7:0.09726133197546005 4:0.08327138423919678 0:0.07319024950265884 9:0.07184318453073502 2:0.048423413187265396
9,2:0.39250731468200684 9:0.20516705513000488 0:0.18128453195095062 4:0.08598241209983826 7:0.04297332093119621 5:0.019180549308657646 3:0.018481522798538208 8:0.018305441364645958 1:0.018208809196949005 6:0.017909063026309013
9,6:0.12512190639972687 1:0.12467914074659348 8:0.12454190850257874 3:0.1242959052324295 5:0.12335510551929474 7:0.10222646594047546 4:0.08649502694606781 0:0.07401986420154572 9:0.07232578843832016 2:0.04293888434767723
9,2:0.47903677821159363 9:0.15986724197864532 0:0.1444828063249588 4:0.07734721153974533 7:0.042103856801986694 5:0.020179834216833115 3:0.01949601247906685 8:0.01932337135076523 1:0.01922857016324997 6:0.018934331834316254
9,7:0.12660402059555054 4:0.11703670769929886 5:0.10615377873182297 3:0.10435807704925537 8:0.10388883203268051 1:0.10362839698791504 6:0.10280746221542358 0:0.09876155108213425 9:0.09577561914920807 2:0.04098554700613022
9,9:0.1638421267271042 0:0.1627407670021057 4:0.1441013365983963 7:0.11069191992282867 2:0.09754561632871628 5:0.06631818413734436 3:0.06441077589988708 8:0.06391885876655579 1:0.06364636868238449 6:0.06278405338525772
9,9:0.4391392767429352 0:0.4043470621109009 4:0.09346864372491837 7:0.022998686879873276 2:0.011391307227313519 5:0.006089281756430864 3:0.005759678315371275 8:0.0056778485886752605 1:0.005633127875626087 6:0.005495091434568167
9,6:0.14812128245830536 1:0.1461021453142166 8:0.1454765945672989 3:0.14436236023902893 5:0.1402147263288498 7:0.08531797677278519 4:0.0640035942196846 0:0.0510619692504406 9:0.04942353814840317 2:0.025915823876857758
9,7:0.14363549649715424 5:0.12318838387727737 3:0.11993078887462616 8:0.11910642683506012 1:0.11865783482789993 6:0.11732743680477142 4:0.10399597883224487 0:0.06976091116666794 9:0.06556843966245651 2:0.018828297033905983
9,9:0.32920488715171814 0:0.32584071159362793 4:0.16824622452259064 7:0.05992508307099342 2:0.030103696510195732 5:0.018327027559280396 3:0.0174124613404274 8:0.017186671495437622 1:0.017063776031136513 6:0.016689464449882507
9,7:0.24857178330421448 4:0.14790353178977966 5:0.0986560583114624 3:0.09163663536310196 8:0.08987610042095184 1:0.08890893310308456 6:0.08587916195392609 0:0.07208142429590225 9:0.06510895490646362 2:0.011377417482435703
9,6:0.11572648584842682 1:0.115481436252594 8:0.11540300399065018 3:0.11526113748550415 5:0.1147119477391243 7:0.1026943251490593 4:0.09325461834669113 0:0.08501309901475906 9:0.08379979431629181 2:0.058654144406318665
9,6:0.10768228024244308 1:0.10763810575008392 8:0.10762892663478851 3:0.10761522501707077 5:0.10757805407047272 7:0.10480114072561264 4:0.10025136917829514 0:0.0947076827287674 9:0.09369298815727234 2:0.06840423494577408
9,6:0.12953874468803406 1:0.12937849760055542 8:0.1293073296546936 3:0.1291637420654297 5:0.12848123908042908 7:0.10300559550523758 4:0.08327030390501022 0:0.06818083673715591 9:0.06612788140773773 2:0.0335458368062973
9,6:0.15907132625579834 1:0.15829434990882874 8:0.15797872841358185 3:0.15735764801502228 5:0.15453897416591644 7:0.08232911676168442 4:0.050862520933151245 0:0.03471817076206207 9:0.03291159123182297 2:0.011937575414776802
9,2:0.38227933645248413 9:0.2465238869190216 0:0.20354032516479492 4:0.07360415905714035 7:0.031985823065042496 5:0.012971707619726658 3:0.012459604069590569 8:0.012331168167293072 1:0.012260796502232552 6:0.012043190188705921
9,7:0.10369617491960526 4:0.1023658737540245 5:0.10214618593454361 3:0.10191105306148529 8:0.10184575617313385 1:0.10180862247943878 6:0.10168492048978806 0:0.09998390078544617 9:0.09953242540359497 2:0.08502508699893951
9,6:0.13793762028217316 1:0.13658349215984344 8:0.13616150617599487 3:0.13540737330913544 5:0.13257406651973724 7:0.09139556437730789 4:0.07321471720933914 0:0.06132714822888374 9:0.059771716594696045 2:0.03562678396701813
9,6:0.11903921514749527 1:0.11878971010446548 8:0.11871601641178131 3:0.11858606338500977 5:0.11810114234685898 7:0.10480588674545288 4:0.09220615029335022 0:0.08103340864181519 9:0.07943687587976456 2:0.049285534769296646
9,6:0.12277989834547043 1:0.12272070348262787 8:0.12270940095186234 3:0.12269207835197449 5:0.12262973189353943 7:0.10960225015878677 4:0.09153546392917633 0:0.07550527155399323 9:0.0732770711183548 2:0.03654814511537552
9,9:0.2961612641811371 2:0.27013805508613586 0:0.2436767816543579 4:0.08533980697393417 7:0.036148346960544586 5:0.014336732216179371 3:0.013759118504822254 8:0.013614415191113949 1:0.013535166159272194 6:0.01329033263027668
9,6:0.10792118310928345 1:0.10784508287906647 8:0.10782613605260849 3:0.10779503732919693 5:0.10769444704055786 7:0.10398118942975998 4:0.09886548668146133 0:0.0933658555150032 9:0.09250984340906143 2:0.07219573110342026
9,4:0.17511394619941711 7:0.1559770554304123 0:0.1395559161901474 9:0.13263367116451263 5:0.07608035206794739 3:0.07287444919347763 8:0.07207176834344864 1:0.07163320481777191 6:0.07029297202825546 2:0.03376666456460953
9,7:0.11068076640367508 5:0.10773932188749313 3:0.10713940858840942 8:0.10696858912706375 1:0.10687003284692764 6:0.1065300926566124 4:0.10446823388338089 0:0.0956147238612175 9:0.09418453276157379 2:0.05980430543422699
9,6:0.11361370980739594 1:0.11346490681171417 8:0.11341488361358643 3:0.11332277208566666 5:0.11295387148857117 7:0.1034918949007988 4:0.09504090994596481 0:0.0872984305024147 9:0.08615028858184814 2:0.06124833598732948
9,5:0.10634668916463852 3:0.106144480407238 8:0.1060803085565567 1:0.10604158788919449 6:0.10589470714330673 7:0.10553993284702301 4:0.10122476518154144 0:0.09581245481967926 9:0.09494789689779282 2:0.07196717709302902
9,7:0.11330445855855942 5:0.11011772602796555 3:0.10937139391899109 8:0.10916058719158173 1:0.10903938859701157 6:0.10862451046705246 4:0.10449951142072678 0:0.09290063381195068 9:0.0910877138376236 2:0.05189408361911774
9,7:0.10571205615997314 5:0.10351638495922089 4:0.1033429503440857 3:0.1031835600733757 8:0.10308761894702911 1:0.10303188115358353 6:0.10283618420362473 0:0.09930086880922318 9:0.09860875457525253 2:0.0773797333240509
9,7:0.2628512978553772 5:0.13965259492397308 3:0.12426376342773438 8:0.12060261517763138 1:0.1186324879527092 6:0.11271870136260986 4:0.0664231926202774 0:0.02680801786482334 9:0.02391766384243965 2:0.00412965752184391
9,7:0.10881763696670532 5:0.10521488636732101 4:0.10481104999780655 3:0.10472576320171356 8:0.10459063947200775 1:0.10451363027095795 6:0.10425441712141037 0:0.09834413975477219 9:0.0972612202167511 2:0.0674666240811348
9,5:0.10611741244792938 3:0.10601983219385147 8:0.10598667711019516 1:0.10596620291471481 6:0.10588514804840088 7:0.10459154844284058 4:0.10060805827379227 0:0.09577517211437225 9:0.09499472379684448 2:0.07405522465705872
9,6:0.1141037866473198 1:0.1139448881149292 8:0.11390232294797897 3:0.11383010447025299 5:0.11357864737510681 7:0.10534153133630753 4:0.09592773020267487 0:0.08677446842193604 9:0.08539991080760956 2:0.057196613401174545
9,6:0.1227116584777832 1:0.12225480377674103 8:0.1221214160323143 3:0.12188764661550522 5:0.12103002518415451 7:0.10266672819852829 4:0.08864764869213104 0:0.07703982293605804 9:0.07539848238229752 2:0.04624176770448685
9,5:0.11985046416521072 3:0.11894190311431885 8:0.11866754293441772 1:0.11850553750991821 6:0.11791769415140152 7:0.11565818637609482 4:0.09742705523967743 0:0.0797853022813797 9:0.07732260227203369 2:0.035923708230257034
9,7:0.10719528794288635 4:0.10615384578704834 0:0.10248411446809769 9:0.10179588198661804 5:0.10148833692073822 3:0.10093886405229568 8:0.10078573226928711 1:0.10069803893566132 6:0.1003994569182396 2:0.07806043326854706
9,7:0.11221850663423538 5:0.10675735026597977 4:0.10619436949491501 3:0.1058957651257515 8:0.10565391927957535 1:0.10551547259092331 6:0.1050475686788559 0:0.09692656993865967 9:0.09543174505233765 2:0.06035873293876648
9,2:0.8583860993385315 9:0.03775781765580177 0:0.03476427495479584 4:0.021163901314139366 7:0.013065950013697147 5:0.0071925506927073 3:0.006991454865783453 8:0.006940445397049189 1:0.006912390701472759 6:0.006825093645602465
9,6:0.13616788387298584 1:0.1358565241098404 8:0.1357303261756897 3:0.13548295199871063 5:0.13437393307685852 7:0.10029751062393188 4:0.07649921625852585 0:0.06006939709186554 9:0.058008428663015366 2:0.027513831853866577
9,9:0.1155012771487236 0:0.11548499763011932 4:0.11301545798778534 7:0.10610879212617874 2:0.10044342279434204 5:0.09084013849496841 3:0.08996765315532684 8:0.08974660933017731 1:0.08962606638669968 6:0.08926559239625931
9,4:0.11297360062599182 7:0.11274901777505875 0:0.10760436207056046 9:0.10651334375143051 5:0.09891020506620407 3:0.0977550595998764 8:0.09744219481945038 1:0.09726563841104507 6:0.09668643772602081 2:0.07210014015436172
9,2:0.3506513833999634 9:0.2558269798755646 0:0.2129286676645279 4:0.0790533795952797 7:0.03456758335232735 5:0.014000248163938522 3:0.013444719836115837 8:0.013305353000760078 1:0.013228978961706161 6:0.012992698699235916
9,7:0.17989839613437653 4:0.1637158989906311 0:0.10859999060630798 9:0.10083042085170746 5:0.08993617445230484 3:0.08553841710090637 8:0.084417924284935 1:0.08380007743835449 6:0.0818609744310379 2:0.02140173316001892
9,7:0.12162470817565918 4:0.1155603677034378 5:0.10471200197935104 3:0.10307569801807404 8:0.10262812674045563 1:0.1023741289973259 0:0.10167307406663895 6:0.10152661055326462 9:0.09921494126319885 2:0.04761034622788429
9,7:0.10785628110170364 4:0.10543550550937653 5:0.10322826355695724 3:0.10267458856105804 8:0.10251707583665848 1:0.10242606699466705 6:0.10210999101400375 0:0.10049957036972046 9:0.09964493662118912 2:0.07360771298408508
9,7:0.11122036725282669 5:0.1098228320479393 3:0.10920868068933487 8:0.109028160572052 1:0.10892251878976822 6:0.10854582488536835 4:0.10318737477064133 0:0.09299256652593613 9:0.09141023457050323 2:0.05566144362092018
9,7:0.11322682350873947 5:0.11019089818000793 3:0.10945408046245575 8:0.10924577713012695 1:0.10912591964006424 6:0.10871418565511703 4:0.10433521866798401 0:0.09278207272291183 9:0.09098504483699799 2:0.051939986646175385
9,9:0.17892736196517944 0:0.17695309221744537 4:0.14905324578285217 7:0.10723140090703964 2:0.09852755069732666 5:0.05989065766334534 3:0.0580415204167366 8:0.0575697161257267 1:0.057309627532958984 6:0.056495822966098785
9,2:0.2896732687950134 9:0.27500292658805847 0:0.23178225755691528 4:0.08878784626722336 7:0.03905084729194641 5:0.015826161950826645 3:0.01519740093499422 8:0.015039709396660328 1:0.014953315258026123 6:0.014686261303722858
9,2:0.615972101688385 9:0.10678866505622864 0:0.09799213707447052 4:0.057805463671684265 7:0.03434659168124199 5:0.018014032393693924 3:0.0174705907702446 8:0.01733277551829815 1:0.017256956547498703 6:0.017020655795931816
9,7:0.11301245540380478 4:0.10853667557239532 5:0.10490894317626953 3:0.10400976240634918 8:0.10376088321208954 1:0.10361892729997635 6:0.1031406819820404 0:0.09985606372356415 9:0.09838208556175232 2:0.06077352166175842
9,5:0.1163724884390831 3:0.11622999608516693 8:0.11617917567491531 1:0.11614757031202316 6:0.1160225123167038 7:0.10931946337223053 4:0.09665249288082123 0:0.08409329503774643 9:0.08226249366998672 2:0.04672050103545189
9,7:0.11086954921483994 4:0.10875062644481659 0:0.10272186994552612 5:0.10229393094778061 9:0.10164035111665726 3:0.10151384025812149 8:0.10130218416452408 1:0.10118244588375092 6:0.10078610479831696 2:0.06893909722566605
9,6:0.11741915345191956 1:0.11726147681474686 8:0.11720402538776398 3:0.11709528416395187 5:0.11663616448640823 7:0.10350387543439865 4:0.09248631447553635 0:0.08294981718063354 9:0.08156409114599228 2:0.05387980863451958
9,4:0.3262138068675995 7:0.30539149045944214 0:0.09545762836933136 9:0.08057381957769394 5:0.04047945886850357 3:0.03723253309726715 8:0.03644958510994911 1:0.03602626919746399 6:0.03474651649594307 2:0.007428898476064205
9,2:0.19155511260032654 9:0.1802326887845993 0:0.17340125143527985 4:0.13000069558620453 7:0.08825436979532242 5:0.048905111849308014 3:0.04745185002684593 8:0.047081612050533295 1:0.04687757045030594 6:0.04623973369598389
9,6:0.10784872621297836 1:0.10783924162387848 8:0.10783132910728455 3:0.10781355947256088 5:0.10771802067756653 7:0.10333038121461868 4:0.09841789305210114 0:0.09335031360387802 9:0.09256892651319504 2:0.07328161597251892
9,6:0.12422162294387817 1:0.12383492290973663 8:0.12372250109910965 3:0.12352537363767624 5:0.12279734760522842 7:0.1042613685131073 4:0.08831970393657684 0:0.07500750571489334 9:0.07314597815275192 2:0.04116367921233177
9,5:0.10338842123746872 3:0.10329332202672958 8:0.10326097160577774 1:0.10324094444513321 6:0.10316092520952225 7:0.10278835892677307 4:0.10068140923976898 0:0.09799790382385254 9:0.09756248444318771 2:0.08462526649236679
9,0:0.23626452684402466 9:0.23473632335662842 4:0.19027714431285858 7:0.10314012318849564 2:0.04972675070166588 5:0.03913498669862747 3:0.037338290363550186 8:0.03688552975654602 1:0.036636676639318466 6:0.03585964813828468
9,2:0.7061041593551636 9:0.0764937773346901 0:0.07083194702863693 4:0.04434322565793991 7:0.027764854952692986 5:0.015360390767455101 3:0.014932707883417606 8:0.01482434943318367 1:0.01476479135453701 6:0.014579826034605503
9,6:0.1970979869365692 1:0.19203294813632965 8:0.1903877556324005 3:0.18736392259597778 5:0.17510925233364105 7:0.03027890995144844 4:0.012513025663793087 0:0.0069866180419921875 9:0.006469366140663624 2:0.0017602129373699427
9,7:0.6178120970726013 5:0.06903081387281418 3:0.05945434793829918 8:0.057264603674411774 1:0.05609845742583275 4:0.053999971598386765 6:0.05263814330101013 0:0.016872748732566833 9:0.014732749201357365 2:0.002096087671816349
